id,description,title,repin_count,text
21181060741360356,"The Toppu Mini Bowl is part of the popular Toppu series. The TOPPU series consist of decorative designs in ceramic and is one of our most popular design. TOPPU was first presented in the SS17 collection, and the characteristic stripes have since been further developed into a whole series of unique products, inspired by trends of the time. Use the bowl as a decorative element or for storage. Available in several colors and sizes. The series is made of 100% ceramic and is handmade.Product Overview",Toppu Mini Bowl in Caramel / Rose,0,"toppu mini bowl in caramel / rose the toppu mini bowl is part of the popular toppu series. the toppu series consist of decorative designs in ceramic and is one of our most popular design. toppu was first presented in the ss17 collection, and the characteristic stripes have since been further developed into a whole series of unique products, inspired by trends of the time. use the bowl as a decorative element or for storage. available in several colors and sizes. the series is made of 100% ceramic and is handmade.product overview"
21181060741360355,,𐀔,0,𐀔
21181060741360352,,constellation,1,constellation
21181060741360343,"Pyxis: This shimmer eyeshadow shade is named for the compass constellation, evoking the sunlit surface of seawater and bioluminescence beneath.",Celestial Sphere Gelée Eye Gloss: Pyxis,0,"celestial sphere gelée eye gloss: pyxis pyxis: this shimmer eyeshadow shade is named for the compass constellation, evoking the sunlit surface of seawater and bioluminescence beneath."
21181060741360342,,Marshmalow flowers @inspirationbyblanca,1,marshmalow flowers @inspirationbyblanca
21181060741360341,"One of a kind matte white hand-built ceramic candelabra. Fits 3 candles. Includes 3 small beeswax taper candles. 9.5"" tall, 8.25"" wide, 4.25"" deep. Handmade by Dina No in Portland, OR.",Dina No Ceramic Candelabra  No. 13,0,"dina no ceramic candelabra  no. 13 one of a kind matte white hand-built ceramic candelabra. fits 3 candles. includes 3 small beeswax taper candles. 9.5"" tall, 8.25"" wide, 4.25"" deep. handmade by dina no in portland, or."
21181060741341149,,🪞,0,🪞
21181060741267132,"""Playful dinner plates made from high-quality melamine, are durable and resistant to breakage, making them ideal for outdoors. Pick your favorite color or get mix of green and pink stripe set. Melamine dinner plates are perfect for picnics, lunch by the pool or enjoying your meal on the patio. (Heavy weight melamine gives the feeling of ceramics with approximate weight: 0.9lbs / 400gr per plate).   FEATURES Dishwasher safe - top rack only. BPA free. Not suitable for microwave. Durable. SPECIFICA",Melamine Vintage Style Striped Dinner Plates Set of 4pcs - High Quality heavy plastic -,0,"melamine vintage style striped dinner plates set of 4pcs - high quality heavy plastic - ""playful dinner plates made from high-quality melamine, are durable and resistant to breakage, making them ideal for outdoors. pick your favorite color or get mix of green and pink stripe set. melamine dinner plates are perfect for picnics, lunch by the pool or enjoying your meal on the patio. (heavy weight melamine gives the feeling of ceramics with approximate weight: 0.9lbs / 400gr per plate).   features dishwasher safe - top rack only. bpa free. not suitable for microwave. durable. specifica"
21181060741267125,,Squiggle Frame CUSTOM/ MADE to ORDER,0,squiggle frame custom/ made to order
21181060741267119,Pop art hues with handmade decoupage beads covered in gorgeous vintage prints,Lenora Dame Queen Mum Lipgloss Choker Necklace,1,lenora dame queen mum lipgloss choker necklace pop art hues with handmade decoupage beads covered in gorgeous vintage prints
188658671887934974,"Baby, it’s cold outside. Stay warm and look cool doing it with the ultimate coat guide from our editors. From statement pieces to oversized bombers and updated trenches, your outerwear game is ready for a refreshing overhaul.",The COAT Guide,0,"the coat guide baby, it’s cold outside. stay warm and look cool doing it with the ultimate coat guide from our editors. from statement pieces to oversized bombers and updated trenches, your outerwear game is ready for a refreshing overhaul."
188658671887930913,"Designer Emme Parsons makes dressing from the feet up an easy feat. Our Hero from the buzzy brand promises instant sophistication with a decidedly modern twist. You’ll love the walkable kitten heel, sleek pointed toe, and v-cut vamp—perfect for everyday and every occasion.",Emme Parsons,0,"emme parsons designer emme parsons makes dressing from the feet up an easy feat. our hero from the buzzy brand promises instant sophistication with a decidedly modern twist. you’ll love the walkable kitten heel, sleek pointed toe, and v-cut vamp—perfect for everyday and every occasion."
188658671887926198,Something to leave behind in 2023 is the stressing about what to wear—enter the best matching sets of 2024. These perfectly coordinating tops and skirts make dressing up for any winter outing a breeze.,STRIKE A MATCH,0,strike a match something to leave behind in 2023 is the stressing about what to wear—enter the best matching sets of 2024. these perfectly coordinating tops and skirts make dressing up for any winter outing a breeze.
188658671887921919,"Health is wealth and if you need the motivation to recharge your wellness routine, let our latest edit inspire your next move. Incorporating daily self-care can be as simple as boosting circulation with facial tools, decrease screen time with classic board games that stimulate the mind, and break a sweat but look good doing it with cute and chic activewear.",WELLNESS BESTSELLERS,0,"wellness bestsellers health is wealth and if you need the motivation to recharge your wellness routine, let our latest edit inspire your next move. incorporating daily self-care can be as simple as boosting circulation with facial tools, decrease screen time with classic board games that stimulate the mind, and break a sweat but look good doing it with cute and chic activewear."
188658671887919377,"The best in beauty and skincare essentials are coming straight to your inbox with our curated edit of beloved brands and fresh products. From gua sha tools and enhancing eye masks to dewy lip glosses, we’ve got you covered.",NEW BEAUTY ARRIVALS,3,"new beauty arrivals the best in beauty and skincare essentials are coming straight to your inbox with our curated edit of beloved brands and fresh products. from gua sha tools and enhancing eye masks to dewy lip glosses, we’ve got you covered."
188658671887918878,"Baseball caps have become the new T-shirt, offering a versatile and stylish way to top off any outfit.",MIU MIU Baseball Cap,10,"miu miu baseball cap baseball caps have become the new t-shirt, offering a versatile and stylish way to top off any outfit."
188658671887918877,"Baseball caps have become the new T-shirt, offering a versatile and stylish way to top off any outfit.",MIU MIU Baseball Cap,6,"miu miu baseball cap baseball caps have become the new t-shirt, offering a versatile and stylish way to top off any outfit."
188658671887915912,"You can never have too much denim, it’s fact, so add these bestselling pieces to your personal collection for a head-to-toe update that will make you feel anything but blue. Horseshoe jeans from Citizens Of Humanity, the perfect oversized jacket from Simkhai, cool-girl bags from Jacquemus—carpe denim!",THE BESTSELLERS: DENIM Edition,16,"the bestsellers: denim edition you can never have too much denim, it’s fact, so add these bestselling pieces to your personal collection for a head-to-toe update that will make you feel anything but blue. horseshoe jeans from citizens of humanity, the perfect oversized jacket from simkhai, cool-girl bags from jacquemus—carpe denim!"
188658671887909856,"Take a break from the winter wonderland and transport yourself to a far-flung destination where the sun is always shining. Our coveted edit is a paradise of wanderlust-inspiring resortwear well-suited for boat rides, walks on the beach, or lounging under the rays while sipping Aperol spritzes.",THE RESORT GUIDE,4,"the resort guide take a break from the winter wonderland and transport yourself to a far-flung destination where the sun is always shining. our coveted edit is a paradise of wanderlust-inspiring resortwear well-suited for boat rides, walks on the beach, or lounging under the rays while sipping aperol spritzes."
188658671887906126,"Symbolizing so much positivity—from strength and perseverance to love and friendship—January’s birthstone, the garnet, leads the New Year on a high note.",January Birthstone: THE GARNET,0,"january birthstone: the garnet symbolizing so much positivity—from strength and perseverance to love and friendship—january’s birthstone, the garnet, leads the new year on a high note."
188658671887901591,"The cult-favorite ID series from iconic brand 3.1 Phillip Lim is back with a sophisticated new iteration our editors are obsessing over. The forecasted It Bag of 2024, our Hero is sleek and minimal yet utterly impactful. Available in multiple finishes and stylishly functional, you’ll want it in every color.",3.1 PHILLIP LIM,2,"3.1 phillip lim the cult-favorite id series from iconic brand 3.1 phillip lim is back with a sophisticated new iteration our editors are obsessing over. the forecasted it bag of 2024, our hero is sleek and minimal yet utterly impactful. available in multiple finishes and stylishly functional, you’ll want it in every color."
188658671887897637,"Start your New Year right with our edit of 24 must-haves for 2024. Meet your new wardrobe and beauty essentials: dressed-up flats you can wear from day-to-night, red lipsticks that will make you feel extra bold, dazzling hair accessories that make a big statement, and so much more.",24 MUST-HAVES for 2024,10,"24 must-haves for 2024 start your new year right with our edit of 24 must-haves for 2024. meet your new wardrobe and beauty essentials: dressed-up flats you can wear from day-to-night, red lipsticks that will make you feel extra bold, dazzling hair accessories that make a big statement, and so much more."
188658671887893518,NICE TO MEET YOU. Get to know SHOP BAZAAR editor Minna Shim and her fave fashion picks.,EDITOR'S PICKS,56,editor's picks nice to meet you. get to know shop bazaar editor minna shim and her fave fashion picks.
188658671887891260,"Sale season is the gift that keeps on giving well beyond the holidays—discover up to 40% off designer picks you can wear now, pack for your upcoming escapes, and then some!",SHOP BAZAAR SALE,1,"shop bazaar sale sale season is the gift that keeps on giving well beyond the holidays—discover up to 40% off designer picks you can wear now, pack for your upcoming escapes, and then some!"
188658671887890132,Platform Ugg boots have seen a significant resurgence. The minis are easy to pair with any look and the ideal wintertime boot for style and comfort.,Platform UGG Boots,22,platform ugg boots platform ugg boots have seen a significant resurgence. the minis are easy to pair with any look and the ideal wintertime boot for style and comfort.
188658671887890131,Platform Ugg boots have seen a significant resurgence. The minis are easy to pair with any look and the ideal wintertime boot for style and comfort.,Platform UGG Boots,12,platform ugg boots platform ugg boots have seen a significant resurgence. the minis are easy to pair with any look and the ideal wintertime boot for style and comfort.
188658671887890130,Platform Ugg boots have seen a significant resurgence. The minis are easy to pair with any look and the ideal wintertime boot for style and comfort.,Platform UGG Boots,111,platform ugg boots platform ugg boots have seen a significant resurgence. the minis are easy to pair with any look and the ideal wintertime boot for style and comfort.
188658671887887644,"There’s always so much to look forward to in the New Year, especially the fashion trends on our editors’ radars. From gentle peach tones that inspire warmth and kindness to perennial chunky gold earrings and fancy flats that will make each step feel like a move in the right direction, these are the 2024 must-haves you need to know and shop.",THE 2024 FASHION TRENDS,7,"the 2024 fashion trends there’s always so much to look forward to in the new year, especially the fashion trends on our editors’ radars. from gentle peach tones that inspire warmth and kindness to perennial chunky gold earrings and fancy flats that will make each step feel like a move in the right direction, these are the 2024 must-haves you need to know and shop."
188658671887884345,"100% free from toxins, fillers, artificial colors and fragrances, and synthetic chemicals, you know exactly what you’re putting into your skin with Tata Harper’s natural skincare collection.",TATA HARPER,1,"tata harper 100% free from toxins, fillers, artificial colors and fragrances, and synthetic chemicals, you know exactly what you’re putting into your skin with tata harper’s natural skincare collection."
188658671887879710,"There’s nothing like a home update to give you a fresh perspective and outlook on life. Whatever your personality, transform your space into a physical manifestation of your 2024 mood.",FEEL at HOME,1,"feel at home there’s nothing like a home update to give you a fresh perspective and outlook on life. whatever your personality, transform your space into a physical manifestation of your 2024 mood."
188658671887874985,"Our editors always look forward to Donni.’s next drop and this season is no exception. Be prepared to wrap yourself in the coziest vest of 2024. Crafted with a polar fleece fabric and featuring a contrasting whip stitch, our Hero is the secret to looking cool while staying absolutely warm. With deep front pockets and the brand’s signature mother of pearl buttons, this is exactly what you want to wear to start off the New Year.",HEROES,57,"heroes our editors always look forward to donni.’s next drop and this season is no exception. be prepared to wrap yourself in the coziest vest of 2024. crafted with a polar fleece fabric and featuring a contrasting whip stitch, our hero is the secret to looking cool while staying absolutely warm. with deep front pockets and the brand’s signature mother of pearl buttons, this is exactly what you want to wear to start off the new year."
188658671887871268,Scroll through our curated edit of new styles and brands you’ll want to wear to feel like the main character you are in 2024.,2024 NEW ARRIVALS,7,2024 new arrivals scroll through our curated edit of new styles and brands you’ll want to wear to feel like the main character you are in 2024.
188658671887866680,Our editors share their 2024 fashion and beauty resolutions for a style refresh everyone can appreciate.,2024 STYLE RESOLUTIONS,2,2024 style resolutions our editors share their 2024 fashion and beauty resolutions for a style refresh everyone can appreciate.
188658671887863299,"Laid-back is the mood for Sea, with pieces that skew toward both casual and pulled-together. Shop the New York brand's easy dresses, detailed tops, and unique prints for a look that brims with authenticity.",SEA,3,"sea laid-back is the mood for sea, with pieces that skew toward both casual and pulled-together. shop the new york brand's easy dresses, detailed tops, and unique prints for a look that brims with authenticity."
188658671887862438,The most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!,Sleepwear Style,5,sleepwear style the most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!
21181060741261453,,Soft Jacquard Bedding Bundle - Pastel Blue / Large / Fitted,0,soft jacquard bedding bundle - pastel blue / large / fitted
21181060741261402,,ZIMMERMANN Embroidered Ginger Tropical Shirt,0,zimmermann embroidered ginger tropical shirt
21181060741261401,"Prints that ensure a never-dull decor pattern this duvet cover and sham set cut from 300-thread-count cotton sateen for a luxurious night's sleep. Full/Queen set includes two Standard shams; King set includes two King shams 86"" x 86"" Full/Queen duvet; 20"" x 26"" shams 106"" x 92"" King duvet; 20"" x 36"" shams 300 thread count 100% cotton Machine wash, tumble dry Made in Portugal","Dusen Dusen Print Cotton Sateen Duvet Cover & Sham Set in Ivory Floral at Nordstrom, Size King",0,"dusen dusen print cotton sateen duvet cover & sham set in ivory floral at nordstrom, size king prints that ensure a never-dull decor pattern this duvet cover and sham set cut from 300-thread-count cotton sateen for a luxurious night's sleep. full/queen set includes two standard shams; king set includes two king shams 86"" x 86"" full/queen duvet; 20"" x 26"" shams 106"" x 92"" king duvet; 20"" x 36"" shams 300 thread count 100% cotton machine wash, tumble dry made in portugal"
21181060741261391,"""- Handmade in USA - 23 Inch Length - 7mm - 8.5mm - 14k Yellow Gold 14mm Spring Ring Clasp - AAA Gemstones Listed Below Multi Gemstone Rainbow Necklace. Electrifying Pastels. Gorgeous genuine gemstones hand selected and color coded to create a dazzling rainbow display. Soft pastels are highlighted with pops of bright oranges, yellows and pinks. Reminiscent of a brilliant beach sunset. Rose Quartz, Pink Opal, Orange Spiney Oyster, Yellow Opal, Yellow Rutile Quartz, Citrine, Prehnite, Green Strawb","Rainbow Necklace Hand Knotted on Silk, 14k Gold Clasp",0,"rainbow necklace hand knotted on silk, 14k gold clasp ""- handmade in usa - 23 inch length - 7mm - 8.5mm - 14k yellow gold 14mm spring ring clasp - aaa gemstones listed below multi gemstone rainbow necklace. electrifying pastels. gorgeous genuine gemstones hand selected and color coded to create a dazzling rainbow display. soft pastels are highlighted with pops of bright oranges, yellows and pinks. reminiscent of a brilliant beach sunset. rose quartz, pink opal, orange spiney oyster, yellow opal, yellow rutile quartz, citrine, prehnite, green strawb"
21181060741261388,,Pink Balloon Puppy,0,pink balloon puppy
21181060741261387,"Open up a beautiful birthday butterfly with our fun, fold-out children's birthday card featuring a butterfly with foldable wings and antennae.",Butterfly Fold Out Kids Birthday Card,0,"butterfly fold out kids birthday card open up a beautiful birthday butterfly with our fun, fold-out children's birthday card featuring a butterfly with foldable wings and antennae."
21181060741261380,Faster shipping. Better service,"1pc Hanging Acrylic Magazine Display Shelves, Wall Mounted Bookshelf, Book Storage Holders, Household Storage Organizer For Office, Bedroom, Living Room, Study, Wall Decor",0,"1pc hanging acrylic magazine display shelves, wall mounted bookshelf, book storage holders, household storage organizer for office, bedroom, living room, study, wall decor faster shipping. better service"
21181060741261379,"Our first ever Curious wall hook design is here! And of course, she's curvy! There are three hooks to securely hang a variety of items such as bags, keychains, jackets and more. Includes pre-drilled holes and screws to mount, in any orientation you prefer! Available in mustard, sage, white, lilac and pink. Want to paint your piece your own custom color? Select Primer Only from the options below. Please note this means your piece will arrive lightly sanded with a white matte primer. ✿ Overall Dim",Curiouser Wall Hook - Mustard,0,"curiouser wall hook - mustard our first ever curious wall hook design is here! and of course, she's curvy! there are three hooks to securely hang a variety of items such as bags, keychains, jackets and more. includes pre-drilled holes and screws to mount, in any orientation you prefer! available in mustard, sage, white, lilac and pink. want to paint your piece your own custom color? select primer only from the options below. please note this means your piece will arrive lightly sanded with a white matte primer. ✿ overall dim"
21181060741261377,"Tou-can light up your space with this adorable light shaped as a toucan. Emits a soft glow that’s perfect for creating a calming vibe in your space. Move the toucan's beak to adjust the direction of the light. Available exclusively at Urban Outfitters. Features Toucan-shaped table lamp Adjustable - just move the toucan's beak to change the angle of the light Plug-in; inline switch Requires E12 B type 60W bulb - not included Content + Care Acrylic, metal, wood Wipe clean Imported Made in complian",Toucan Table Lamp in Green at Urban Outfitters,1,"toucan table lamp in green at urban outfitters tou-can light up your space with this adorable light shaped as a toucan. emits a soft glow that’s perfect for creating a calming vibe in your space. move the toucan's beak to adjust the direction of the light. available exclusively at urban outfitters. features toucan-shaped table lamp adjustable - just move the toucan's beak to change the angle of the light plug-in; inline switch requires e12 b type 60w bulb - not included content + care acrylic, metal, wood wipe clean imported made in complian"
21181060741261375,"Contrast is key to Simone Rocha's work: masculine and feminine, hard and soft, romantic and practical. This tiered midi dress is cut from sheer beige tulle that's embellished with green sequin florals. It has a frothy frilled hem and long straps that can be adjusted to your preferred length.",Simone Rocha - Tiered Sequin-embellished Grosgrain-trimmed Tulle Midi Dress - Neutrals - UK 8,0,"simone rocha - tiered sequin-embellished grosgrain-trimmed tulle midi dress - neutrals - uk 8 contrast is key to simone rocha's work: masculine and feminine, hard and soft, romantic and practical. this tiered midi dress is cut from sheer beige tulle that's embellished with green sequin florals. it has a frothy frilled hem and long straps that can be adjusted to your preferred length."
47639708551647781,"that girl aesthetic, it girl aesthetic, motivation quotes, green aesthetic, work out quotes, manifestation quotes, dream aesthetic, consistency, heartbreak quotes, happy quotes, quotes to move on, inspirational quotes, dream aesthetic, that girl, tiktok girl, it girl, dream life, quotes, moving forward",consistency is key,0,"consistency is key that girl aesthetic, it girl aesthetic, motivation quotes, green aesthetic, work out quotes, manifestation quotes, dream aesthetic, consistency, heartbreak quotes, happy quotes, quotes to move on, inspirational quotes, dream aesthetic, that girl, tiktok girl, it girl, dream life, quotes, moving forward"
47639708551647472,"Say Hello To Them: 1,000+ New Designs Launch Every Week",Elegant Summer Dresses To Try Now! 80% Off!,0,"elegant summer dresses to try now! 80% off! say hello to them: 1,000+ new designs launch every week"
47639708551647470,,oversized & chic,0,oversized & chic
188658671887862437,The most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!,Sleepwear Style,5,sleepwear style the most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!
188658671887862436,The most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!,Sleepwear Style,35,sleepwear style the most stylish and comfortable pajamas for women are designed to be worn from bed to the city with effortless style!
188658671887859670,"Holiday hair is a cinch with the resurgence of lustrous accessories. From jeweled clips to elegant bows, these sparkly pieces will take your hair to shimmering new heights!",CROWN JEWELS,7,"crown jewels holiday hair is a cinch with the resurgence of lustrous accessories. from jeweled clips to elegant bows, these sparkly pieces will take your hair to shimmering new heights!"
188658671887856489,"With our carefully chosen selection of cherished brands and brand-new items, the greatest in skincare and beauty needs are at your fingertips.",BEAUTY,3,"beauty with our carefully chosen selection of cherished brands and brand-new items, the greatest in skincare and beauty needs are at your fingertips."
188658671887852491,"If they didn’t take the hint or you’ve been left with not-so-perfect presents, treat yourself to something on your personal wishlist with up to 40% off the gifts you really wanted. Head into the New Year with feel-good buys—you deserve it. Shop BAZAAR editors’ picks from Khaite, Balenciaga, CO Collection, By Malene Birger, and more.",SHOP BAZAAR SALE,1,"shop bazaar sale if they didn’t take the hint or you’ve been left with not-so-perfect presents, treat yourself to something on your personal wishlist with up to 40% off the gifts you really wanted. head into the new year with feel-good buys—you deserve it. shop bazaar editors’ picks from khaite, balenciaga, co collection, by malene birger, and more."
188658671887847464,Thank you for trusting our edit and allowing SHOP BAZAAR to be a part of your journey. Wishing you and your loved ones the happiest of holidays—the best is yet to come—cheers to an even more stylish 2024!,HAPPY HOLIDAYS,0,happy holidays thank you for trusting our edit and allowing shop bazaar to be a part of your journey. wishing you and your loved ones the happiest of holidays—the best is yet to come—cheers to an even more stylish 2024!
188658671887844624,"When planning your warm-weather travels, turn to these lovely escapes for the chicest experience and let our edit inspire your packing list.",SUN-FILLED DESTINATIONS,0,"sun-filled destinations when planning your warm-weather travels, turn to these lovely escapes for the chicest experience and let our edit inspire your packing list."
188658671887841830,"Thanks to these three sustainable brands committed to responsible sourcing, artisan support, and low-impact production, making thoughtful shopping purchases is effortless. Discover your new go-to bag of 2024 you’ll feel extra good about.",DESIGNERS we LOVE,5,"designers we love thanks to these three sustainable brands committed to responsible sourcing, artisan support, and low-impact production, making thoughtful shopping purchases is effortless. discover your new go-to bag of 2024 you’ll feel extra good about."
188658671887838149,"Hit the slopes with everything you need for the chicest alpine adventure. These soon-to-be bestsellers are the most shopped essentials for ski season. Explore extra warm coats, statement scarves that feel like a warm hug, designer mittens you’ll slip on every day, hydrating hand creams that will keep you protected, and more.",SKI BESTSELLERS,2,"ski bestsellers hit the slopes with everything you need for the chicest alpine adventure. these soon-to-be bestsellers are the most shopped essentials for ski season. explore extra warm coats, statement scarves that feel like a warm hug, designer mittens you’ll slip on every day, hydrating hand creams that will keep you protected, and more."
188658671887837751,Three red dresses that are ideal for the holidays!,Exquisite Reds,21,exquisite reds three red dresses that are ideal for the holidays!
188658671887837750,Three red dresses that are ideal for the holidays!,Exquisite Reds,6,exquisite reds three red dresses that are ideal for the holidays!
188658671887837749,Three red dresses that are ideal for the holidays!,Exquisite Reds,8,exquisite reds three red dresses that are ideal for the holidays!
188658671887835546,"In just a few short years, Australian-brand ALÉMAIS has become one of the most anticipated brands of the industry. Collaborating with artists, each collection is a spirited escape from the mundane. Learn more about the breakout label with our exclusive interview with Creative Director Lesleigh Jermanus.",ALÉMAIS,1,"alémais in just a few short years, australian-brand alémais has become one of the most anticipated brands of the industry. collaborating with artists, each collection is a spirited escape from the mundane. learn more about the breakout label with our exclusive interview with creative director lesleigh jermanus."
188658671887831910,"When it comes to incredible cuisine, New York always comes out on top. These are the three new restaurants that have been the talk of the town. Get your reservations in while you can and make an entrance when you finally book a table with three standout looks styled by our editors.",WHAT’S NEW in NEW YORK,1,"what’s new in new york when it comes to incredible cuisine, new york always comes out on top. these are the three new restaurants that have been the talk of the town. get your reservations in while you can and make an entrance when you finally book a table with three standout looks styled by our editors."
188658671887828113,Wrap yourself in cozy chic! Our new winter arrivals feature must-haves like this Loewe scarf for the perfect combination of style and warmth!,NEW ARRIVALS,12,new arrivals wrap yourself in cozy chic! our new winter arrivals feature must-haves like this loewe scarf for the perfect combination of style and warmth!
188658671887827430,"Handloomed by women artisans in Oaxaca, Mexico, our exclusive Hero from sustainable brand Jaline is exactly what you want to wear when chasing the sun. Crafted from 100% cotton, this skirt features a high-rise silhouette embellished with a hand-knotted macrame fringe. In timeless black, you can go from the beach to the streets with a simple swap of accessories.",JALINE,2,"jaline handloomed by women artisans in oaxaca, mexico, our exclusive hero from sustainable brand jaline is exactly what you want to wear when chasing the sun. crafted from 100% cotton, this skirt features a high-rise silhouette embellished with a hand-knotted macrame fringe. in timeless black, you can go from the beach to the streets with a simple swap of accessories."
188658671887820348,"The only way to end 2023 and start 2024 is in impeccable style. Turn to our bestsellers for all your New Year’s Eve dressing needs: sequin blazers, festive accessories, feather-accented pajamas sets, and more celebratory essentials.",NEW YEAR’S EVE DRESSING,3,"new year’s eve dressing the only way to end 2023 and start 2024 is in impeccable style. turn to our bestsellers for all your new year’s eve dressing needs: sequin blazers, festive accessories, feather-accented pajamas sets, and more celebratory essentials."
188658671887816622,"Trends come and go, but romantic style is timeless. Inspired by the characters of The Buccaneers, this edit highlights everything we love about the storytelling and costumes of period dramas. Be prepared to be transported to another era with feminine details like lace accents, floral embroidery, and sparkling embellishments.","PAST, PRESENT & FUTURE STYLE",2,"past, present & future style trends come and go, but romantic style is timeless. inspired by the characters of the buccaneers, this edit highlights everything we love about the storytelling and costumes of period dramas. be prepared to be transported to another era with feminine details like lace accents, floral embroidery, and sparkling embellishments."
188658671887814608,SHOP BAZAAR Editor Jasmine Tuttle shares her style inspiration. Her go-to outfit? A bold pair of denim paired with a statement bag. Her favorite designer? Maison Margiela!,EDITOR'S PICKS,28,editor's picks shop bazaar editor jasmine tuttle shares her style inspiration. her go-to outfit? a bold pair of denim paired with a statement bag. her favorite designer? maison margiela!
188658671887813238,Rhinestone accessories is the perfect addition to any outfit for New Years. This Alexander Wang Heiress Rhinestone Mesh Pouch will be the star of the show!,Rhinestone Bags,7,rhinestone bags rhinestone accessories is the perfect addition to any outfit for new years. this alexander wang heiress rhinestone mesh pouch will be the star of the show!
188658671887813237,"Feathers are a fun, flirty way to add some personality to an outfit, and they can be worn in a variety of different styles!",Feathers Accents,10,"feathers accents feathers are a fun, flirty way to add some personality to an outfit, and they can be worn in a variety of different styles!"
188658671887813236,Hair accessories make everything better. From bold ponytail holders and minimal barrettes to playful clips and more!,Bold Hair Accessories,23,bold hair accessories hair accessories make everything better. from bold ponytail holders and minimal barrettes to playful clips and more!
188658671887810947,"Edgy streetwear meets refined ready-to-wear with the latest collection from French fashion house Givenchy. The brand's shoes, handbags, dresses, and separates pay close attention to detail, subverting the unexpected at every turn.",GIVENCHY,6,"givenchy edgy streetwear meets refined ready-to-wear with the latest collection from french fashion house givenchy. the brand's shoes, handbags, dresses, and separates pay close attention to detail, subverting the unexpected at every turn."
188658671887807339,"You found your dream dress, now what? Earrings. These jewels frame the face and complement the whole look, creating the perfect balance. Become the best dressed person at every formal setting you’re in with our expertly matched edit.",MEET YOUR MATCH,1,"meet your match you found your dream dress, now what? earrings. these jewels frame the face and complement the whole look, creating the perfect balance. become the best dressed person at every formal setting you’re in with our expertly matched edit."
188658671887803152,Introducing the most fashionable gifts for everyone—with every taste—on your shopping list. Discover our latest gift guide edit inspired by our December/January issue.,HOLIDAY SPIRIT,1,holiday spirit introducing the most fashionable gifts for everyone—with every taste—on your shopping list. discover our latest gift guide edit inspired by our december/january issue.
21181060741249373,,"Towel Bundle in 2023 | Towel, Rainbow towels, Colorful bath",0,"towel bundle in 2023 | towel, rainbow towels, colorful bath"
21181060741249364,,Circus Stripes Ceramic Jar with Lid - Lilac Stripe,0,circus stripes ceramic jar with lid - lilac stripe
21181060741235174,,Little Bow Ornament - Opal,0,little bow ornament - opal
21181060741230128,,Meadow Headpiece in Pink/Orange - Small,0,meadow headpiece in pink/orange - small
21181060741230122,"A Lovely Black Hearts Parisian Faux Fur Driving Coat. It’s Soft, Lightly Fuzzy And Lined. Features A Perfectly Suited Turn Down Collar. You Can Take It From Streetwear To The Perfect Evening-Wear Layered Coat. Wear Over A Black Jumpsuit, Slacks Or Any Outfit. Pair With Black Or Tan Driving Gloves In The Winter. Lena Vie Item Available Now True To Size See Sizing Slide Lined S 2/4 M 6/8 L 10 Xl 12 2x 14/16 3x 18",Lena Vie Boutique Jackets & Coats | Marseille Pari Black Hearts Faux Fur Lux Driving Midi Coat In Honey | Color: Black/Cream | Size: Various,1,"lena vie boutique jackets & coats | marseille pari black hearts faux fur lux driving midi coat in honey | color: black/cream | size: various a lovely black hearts parisian faux fur driving coat. it’s soft, lightly fuzzy and lined. features a perfectly suited turn down collar. you can take it from streetwear to the perfect evening-wear layered coat. wear over a black jumpsuit, slacks or any outfit. pair with black or tan driving gloves in the winter. lena vie item available now true to size see sizing slide lined s 2/4 m 6/8 l 10 xl 12 2x 14/16 3x 18"
21181060741230116,"Description This item will be made to order and takes 3-4 weeks before shipping. Headpieces with non-standard options & custom engraving cannot be returned or exchanged unless faulty. This beautiful, floral headpiece will make you feel so utterly fabulous you'll never want to take it off. A meadow scene abundant with individually hand-formed acrylic flowers in varying colours and textures. And not only is the front beautiful, the back is too - the flowers cover the whole surface of the band. Whe",Ophelia Headpiece in Pink - Not sure - please email me a size guide,1,"ophelia headpiece in pink - not sure - please email me a size guide description this item will be made to order and takes 3-4 weeks before shipping. headpieces with non-standard options & custom engraving cannot be returned or exchanged unless faulty. this beautiful, floral headpiece will make you feel so utterly fabulous you'll never want to take it off. a meadow scene abundant with individually hand-formed acrylic flowers in varying colours and textures. and not only is the front beautiful, the back is too - the flowers cover the whole surface of the band. whe"
47639708551627427,,Photocircle Poster / Leinwandbild - Don't let idiots ruin your day,0,photocircle poster / leinwandbild - don't let idiots ruin your day
47639708551624592,,billy joel vienna slow down you’re doing fine art,0,billy joel vienna slow down you’re doing fine art
